##シン・ゴジラ##,1
スケットダンス,1
セーラームーン,2
ソラニン,2
となりのトトロ,1
ハチミツとクローバー,1
ヒカルの碁,1
ピンポン,1
ファイアパンチ,1
プリキュア,1
##ペンギン・ハイウェイ##,1
ベイブレード,1
リズと青い鳥,2
##ONE_PIECE##,0
ヱヴァンゲリヲン新劇場版,1
暗殺教室,1
茄子,1
##怪奇ゾーン_グラビティフォールズ##,1
海がきこえる,1
##海街diary##,1
##京騒戯画##,1
##極上!!めちゃモテ委員長##,1
銀河鉄道999,1
君の名は,1
##君の膵臓をたべたい##,0
月世界旅行,1
幸色のワンルーム,1
今、そこにいる僕,1
##桜Trick##,1
耳をすませば,1
自虐の詩,1
弱虫ペダル,1
##少女終末旅行##,3
新世界より,1
新世紀エヴァンゲリオン,1
進撃の巨人,1
風夏,1
千年女優,1
打ち上げ花火、下から見るか？横から見るか？,-1
天気の子,3
東のエデン,1
日出処の天子,1
氷菓,1
秒速5センチメートル,1
風立ちぬ,1
宝石の国,1
明日のナージャ,1
蟲師,1
BLEACH,-1
GANTZ,-1
##Serial_experiments_lain##,-1
あたしンち,-2
アホガール,-1
アンパンマン,-2
##かりあげクン##,-1
ギャグマンガ日和,-1
キン肉マン,-1
くまのプーさん,-1
グラップラー刃牙,-1
こちら葛飾区亀有公園前派出所,-1
この素晴らしい世界に祝福を！,-1
ご注文はうさぎですか？,-2
サザエさん,-2
ジョジョの奇妙な冒険,-1
##シン・エヴァンゲリオン劇場版##,-1
シン・ゴジラ,-1
スクールデイズ,-1
スパイダーバース,-1
スマイルプリキュア！,-1
##ソーセージ・パーティー##,-1
てーきゅう,-3
##デトロイト・メタル・シティ##,-1
ドラゴンボール,-4
なるたる,-1
パシフィックリム,-1
はなかっぱ,-1
ピューと吹く!ジャガー,-1
ヘルシング,-1
ポプテピピック,-6
ボボボーボ・ボーボボ,-2
メイドインアビス,-1
めぞん一刻,-1
ラブライブ,-1
##異世界はスマートフォンとともに。##,-1
ヘアゴム,-1
金田一少年の事件簿,-1
四丁目の夕日,-1
##心が叫びたがってるんだ。##,-1
刃牙,-1
中国嫁日記,-1
天才バカボン,-1
転生したらスライムだった件,-1
難波金融伝・ミナミの帝王,-1
彼岸島,-1
秘密結社鷹の爪,-1
##不滅のあなたへ##,-1
毎日かあさん,-1
##50セント##,1
Ado,1
cocco,1
DAIGO,1
R指定,1
あいみょん,2
##あの##,1
イモトアヤコ,0
きゃりーぱみゅぱみゅ,1
ササノマリイ,1
さだまさし,1
タモリ,1
##デヴィ・スカルノ##,1
の子,2
##ブラッド・ピット##,1
##マイケル・J・フォックス##,1
##マシンガン・ケリー##,1
マツコ・デラックス,-2
もう中学生,1
##リヴァー・フェニックス##,1
レイザーラモン,1
阿佐ヶ谷姉妹,1
阿部寛,0
芦田愛菜,1
綾野剛,2
井口理,1
宇多田ヒカル,1
卯月コウ,1
岡崎体育,1
岡田有希子,2
花澤香菜,1
忌野清志郎,1
吉岡里帆,1
宮本浩次,1
牛沢,1
橋本環奈,0
桐山漣,1
戸田恵梨香,1
香山リカ,1
高倉健,1
堺雅人,1
山本耕史,1
志茂田景樹,1
小松菜奈,4
柴咲コウ,1
松山ケンイチ,1
松任谷由実,1
新垣結衣,1
森脇健児,1
神木隆之介,1
菅田将暉,2
星野源,2
清水尋也,1
千秋,1
蒼井優,1
大泉洋,-1
壇蜜,1
池田エライザ,1
中井貴一,1
長野誠,1
土屋太鳳,1
島倉千代子,1
島田紳助,1
浜辺美波,2
平手友梨奈,1
平沢進,1
##米津玄師##,1
堀北真希,1
本田翼,1
要潤,1
鈴木福,0
和田竜二,1
脇あかり,1
ARuFa,-1
DaiGo,-2
GACKT,-1
アンミカ,-1
江頭2:50,-1
おのののか,-1
##中田敦彦##,-1
ケンドーコバヤシ,-1
コウメ太夫,-2
サンシャイン池崎,-1
明石家さんま,0
ジャニーズ,-2
ダウンタウン,-1
デヴィ夫人,-1
##デーブ・スペクター##,-1
ヒロミ,-1
ひろゆき,3
ポッキー,-1
##池田美優##,-2
みやぞん,-1
ゆりやん,-1
ローラ,-1
益若つばさ,-1
温水洋一,-1
下野紘,-1
叶姉妹,-1
吉幾三,-1
宮川大輔,-1
具志堅用高,-1
劇団ひとり,-1
剛力彩芽,-1
坂上忍,-1
小宮浩信,-1
志村けん,-1
糸井重里,-1
出川哲朗,-5
勝俣州和,-1
小野まじめ,-1
松本潤,-1
松本人志,-1
上白石萌音,-2
千鳥,-1
粗品,-2
沢尻エリカ,-1
中居正広,-1
渡部,-1
藤原竜也,-1
猫ひろし,-2
尾木ママ,-1
浜田雅功,-1
平手友梨奈,-1
堀内健,-1
木梨憲武,-1
木下ほうか,-1
有吉弘行,-3
Tシャツ,0
アクセサリー,1
イヤリング,4
ヴェール,1
ウェディングドレス,1
オーバーオール,0
カラーコンタクト,1
コート,1
サンダル,1
スーツ,-1
スニーカー,0
チョーカー,2
トガ,1
ネクタイ,1
ネックレス,-2
パーカー,0
パジャマ,1
ピアス,11
ビーチサンダル,0
##ブルックス・ブラザーズ##,1
ブレスレット,1
ペンダント,2
マフラー,2
ミサンガ,1
ローファー,1
ワンピース,2
水着,-1
眼帯,-1
ブーツ,-1
靴,2
タートルネック,-1
ズボン,-2
ジーパン,-2
スカジャン,-2
バンダナ,-2
腹巻,-2
指輪,1
チェーン,-1
タンクトップ,-4
ジャージ,-1
事務服,-1
肩パッド,-1
帯板,-1
学ラン,0
外套,1
鎧,1
香水,1
腕時計,0
数珠,1
喪服,1
帽子,-1
法被,-1
服,-1
鼻ピアス,-1
肌着,-1
体操服,-1
全身タイツ,-1
作業着,-1
靴下,-1
割烹着,-1
革靴,-1
運動靴,-1
安全靴,-2
リクルートスーツ,-1
股引,-2
メイド服,-1
ポロシャツ,-1
ヘアバンド,-1
ふんどし,-3
ブリーフ,-1
パンツ,-1
パリコレ,-1
ネルシャツ,-1
ヌーブラ,-1
ちゃんちゃんこ,-1
ステテコ,-1
サンバイザー,-1
サングラス,-1
サスペンダー,-1
カットソー,-1
ルイヴィトン,-1
イートン,-1
アーサー・C・クラーク,1
##アウグスト・クビツェク##,1
アラン・チューリング,1
アリストテレス,1
ヴァルター・ベンヤミン,1
エヴァリスト・ガロア,1
オスカー・ワイルド,1
##オットー3世_(神聖ローマ皇帝)##,1
ガウス,1
キルケゴール,1
クレオパトラ,1
ゲーテ,1
ゲバラ,1
ゴッホ,1
ゴルバチョフ,1
コンスタンティノス11世,1
シートン,1
ジャンヌ・ダルク,2
チャップリン,1
ドヴォルザーク,1
ナポレオン・ボナパルト,-2
ニーチェ,1
ピカソ,1
ヒューム,1
フビライ,1
フリードリヒ・ニーチェ,1
##フリードリヒ3世_(神聖ローマ皇帝)##,1
ヘレン・ケラー,1
ヘンリー・ダーガー,1
マリーアントワネット,1
マリリンモンロー,1
モーツァルト,0
ヨーゼフ2世,1
レオナルド・ダ・ヴィンチ,2
阿部定,1
安徳天皇,1
夏目漱石,1
芥川龍之介,1
梶井基次郎,1
葛飾応為,1
源義経,3
広瀬武夫,1
高村智恵子,1
黒田官兵衛,1
細川ガラシャ,1
坂本龍馬,1
三島由紀夫,1
山本五十六,1
紫式部,2
諸葛孔明,2
松永久秀,3
織田信長,8
真田昌幸,1
菅原道真,1
清少納言,1
石田三成,1
赤尾敏,1
太宰治,1
大友宗麟,1
東條英機,1
藤原道綱母,1
##歌川広重_(2代目)##,1
卑弥呼,-1
尾崎放哉,1
平清盛,2
北条政子,1
堀部安兵衛,1
明智光秀,1
弥助,1
与謝野晶子,1
楊貴妃,1
蘭丸,1
エジソン,-1
オジー・オズボーン,-1
ケインズ,-1
##ジョン・ボウルビィ##,-1
ジル・ド・レ,-1
ティコ・ブラーエ,-1
ヒトラー,-4
フォード,-1
ベーコン,-1
##ベニート・ムッソリーニ##,-1
ヘミングウェイ,-1
ヘンリー8世,-1
ボニファティウス8世,-1
ロバート・ムガベ,-1
伊藤博文,-1
井伊直弼,-2
岩崎弥太郎,-1
源頼朝,-1
後深草天皇,-1
後醍醐天皇,-1
後鳥羽上皇,-1
後白河上皇,-1
最澄,-1
細川護熙,-1
坂上田村麻呂,-1
山県有朋,-1
始皇帝,-1
志賀直哉,-1
小泉進次郎,-1
森喜朗,-1
杉原千畝,-1
聖徳太子,-3
西郷隆盛,-1
蘇我入鹿,-1
大塩平八郎,-1
大久保利通,-1
大隈重信,-1
竹中平蔵,-1
椎名林檎,-1
東条英機,-2
藤原道長,-1
徳川家康,-10
福沢諭吉,-1
豊臣秀吉,-3
北条氏政,-1
北条政子,-1
##4℃##,1
##iPod_mini##,1
miniSD,1
naive,1
SIMPLEシリーズ,1
##Undertale##,1
アイスボックス,1
イソジン,1
ウィッグ,1
写ルンです,3
うまい棒,1
オールドファッション,1
オクトパストラベラー,1
カステラ,1
ガス燈,1
カップヌードル,1
ガラケー,1
ガリガリ君,0
カルピス,1
カロリーメイト,1
ガンダム,1
キットカット,1
クーリッシュ,1
グリコ,0
クレアラシル,1
シーブリーズ,3
シャボン玉,1
スコール,2
##たべっ子どうぶつ##,1
たまごっち,1
チェキ,1
チオビタドリンク,1
チロルチョコ,1
ドライフラワー,1
ハッカドロップス,1
パピコ,2
ピアニッシモ,1
ひぐらしのなく頃に,1
ピュレグミ,1
ベイブレード,1
ペンライト,1
ポカリスエット,2
ポッキー,1
ミリオンゴッド,1
ミルクセーキ,1
メルティーキッス,1
ヨーグル,2
ヨーグレット,1
ライカ,1
リップ,1
わたあめ,1
##アタック_(洗剤)##,1
甘栗むいちゃいました,1
携帯電話,1
紗々,1
##若きウェルテルの悩み##,1
ビオレ,1
週刊少年ジャンプ,1
星の砂,1
通信ケーブル,1
##Tokyo_Rendez-Vous##,1
二十世紀梨,1
萩の月,1
風鈴,1
望遠鏡,1
優駿,1
遊戯王,1
冷えピタ,1
Android,-1
GALAXY,-1
macOS,-1
アリエール,-1
##いけにえと雪のセツナ##,-1
ヴァイスシュヴァルツ,-1
エナジードリンク,-1
おいしい牛乳,-1
オロナインH軟膏,-1
カビキラー,-1
からあげクン,-1
カントリーマアム,-1
キャベツ太郎,-1
キレイキレイ,-1
クイックルワイパー,-1
クレラップ,-1
##ごきぶりホイホイ##,-1
サロンパス,-1
じゃがりこ,-1
セメダイン,-1
せんねん灸,-1
チェーンソー,-1
チップスター,-1
トイレットペーパー,-1
ドデカミン,-2
ドンペリ,-1
にんじん,-1
パソコン,-1
パブロン,-1
バルミューダ,-1
ハンガー,-1
ハンドスピナー,-1
ピルクル,-1
ヒロポン,-1
プッチンプリン,-1
ポッキー,-1
ポテトチップス,-1
ボラギノール,-2
モンスターエナジー,-5
モンダミン,-1
ルイヴィトン,-1
綾鷹,-1
楽天カード,-1
業務スーパー,-1
堅あげポテト,-1
紙やすり,-1
自己啓発本,-1
洗剤,-2
大五郎,-1
怒首領蜂,-1
米,-1
明治エッセルスーパーカップ,-1
綿棒,-1
目覚まし時計,-1
龍角散,-1
鼻セレブ,-1
